"V1","V2"
6,490
6,490
6,505
6,535
6,535
6,550
6,550
6,550
6,550
6,550
6,565
6,580
6,595
6,595
6,610
6,610
6,610
6,610
6,625
6,625
6,640
6,655
6,655
6,282
6,520
6,29
6,44
6,44
6,44
6,44
6,103
6,118
6,148
6,148
6,163
6,163
6,163
6,178
6,193
6,193
6,193
6,193
6,208
6,208
6,253
6,253
6,341
6,341
6,341
6,341
6,341
6,283
6,298
6,313
6,313
6,371
6,416
6,416
6,416
6,416
6,431
6,431
6,446
6,476
6,476
6,476
6,491
6,491
6,491
6,506
6,506
6,536
6,551
6,551
6,566
6,566
6,581
6,581
6,596
6,611
6,611
6,283
6,45
6,89
6,104
6,134
6,149
6,149
6,149
6,164
6,179
6,179
6,209
6,209
6,209
6,239
6,254
6,342
6,314
6,314
6,328
6,328
6,328
6,372
6,387
6,387
6,402
6,417
6,417
6,417
6,417
6,432
6,432
6,432
6,477
6,492
6,492
6,492
6,567
6,567
6,567
6,582
6,582
6,582
6,597
6,597
6,612
6,642
6,657
7,523
7,91
7,62
7,495
7,93
7,273
7,496
7,496
7,511
7,511
7,511
7,511
7,541
7,601
7,616
7,646
7,646
7,646
7,631
7,631
7,64
7,64
7,79
7,79
7,79
7,79
7,94
7,139
7,154
7,214
7,214
7,154
7,274
7,274
7,274
7,289
7,289
7,289
7,304
7,304
7,304
7,304
7,392
7,392
7,422
7,452
7,467
7,467
7,467
7,467
7,467
7,482
7,482
7,482
7,497
7,497
7,497
7,497
7,497
7,497
7,497
7,497
7,497
7,497
7,512
7,512
7,512
7,512
7,512
7,512
7,512
7,512
7,512
7,512
7,512
7,512
7,512
7,512
7,512
7,512
7,512
7,512
7,602
7,602
7,602
7,617
7,617
7,617
7,617
7,617
7,632
7,647
7,647
7,647
7,647
7,647
7,647
7,647
7,512
7,21
7,51
7,51
7,51
7,65
7,80
7,80
7,80
7,80
7,95
7,95
7,95
7,155
7,155
7,215
7,215
7,215
7,215
7,215
7,215
7,305
7,305
7,348
7,393
7,393
7,438
7,438
7,453
7,468
7,483
7,483
7,483
7,483
7,498
7,498
7,498
7,498
7,498
7,498
7,498
7,498
7,498
7,498
7,498
7,498
7,498
7,513
7,513
7,513
7,513
7,513
7,513
7,528
7,603
7,618
7,618
7,618
7,633
7,633
7,648
7,648
7,648
7,81
7,81
7,156
7,171
7,320
7,454
7,469
7,499
7,499
7,649
7,97
7,98
7,98
7,203
7,278
7,456
7,99
7,382
7,502
7,517
7,637
7,145
7,638
7,296
7,474
7,103
7,432
7,477
8,31
8,31
8,60
8,105
8,135
8,135
8,135
8,31
8,358
8,17
8,91
8,136
8,136
8,136
8,629
8,629
8,629
8,48
8,62
8,77
8,77
8,92
8,107
8,152
8,167
8,212
8,257
8,345
8,405
8,450
8,480
8,510
8,570
8,570
8,585
8,615
8,615
8,615
8,78
8,93
8,93
8,93
8,198
8,228
8,243
8,93
8,391
8,406
8,406
8,421
8,451
8,481
8,481
8,481
8,481
8,481
8,481
8,481
8,481
8,481
8,481
8,481
8,481
8,481
8,481
8,496
8,526
8,541
8,541
8,586
8,616
8,646
8,481
8,5
8,50
8,64
8,79
8,79
8,79
8,79
8,79
8,79
8,94
8,94
8,94
8,94
8,94
8,124
8,139
8,154
8,154
8,154
8,169
8,184
8,184
8,184
8,214
8,214
8,214
8,214
8,214
8,214
8,214
8,332
8,274
8,318
8,392
8,392
8,392
8,392
8,392
8,407
8,437
8,467
8,467
8,482
8,482
8,482
8,482
8,482
8,482
8,482
8,482
8,482
8,482
8,482
8,482
8,482
8,482
8,512
8,512
8,512
8,512
8,512
8,572
8,587
8,602
8,617
8,632
8,632
8,647
8,647
8,6
8,21
8,21
8,51
8,65
8,65
8,65
8,65
8,65
8,65
8,65
8,80
8,80
8,80
8,95
8,95
8,95
8,95
8,95
8,95
8,95
8,95
8,95
8,95
8,95
8,95
8,95
8,95
8,110
8,110
8,140
8,140
8,170
8,170
8,185
8,185
8,185
8,185
8,185
8,185
8,185
8,185
8,185
8,185
8,185
8,185
8,185
8,185
8,215
8,215
8,215
8,215
8,215
8,215
8,215
8,215
8,215
8,215
8,215
8,215
8,260
8,36
8,95
8,319
8,319
8,423
8,438
8,438
8,453
8,468
8,483
8,483
8,483
8,483
8,483
8,483
8,483
8,483
8,483
8,483
8,483
8,483
8,483
8,483
8,543
8,558
8,558
8,573
8,633
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,22
8,22
8,37
8,37
8,37
8,37
8,66
8,81
8,81
8,81
8,96
8,96
8,141
8,141
8,141
8,141
8,141
8,141
8,141
8,141
8,201
8,201
8,231
8,334
8,334
8,334
8,334
8,141
8,306
8,349
8,364
8,409
8,409
8,409
8,409
8,424
8,454
8,454
8,454
8,484
8,484
8,499
8,529
8,544
8,574
8,589
8,589
8,589
8,589
8,589
8,619
8,619
8,634
8,634
8,634
8,529
8,8
8,8
8,8
8,38
8,52
8,127
8,142
8,142
8,142
8,247
8,335
8,321
8,440
8,440
8,455
8,515
8,530
8,560
8,560
8,575
8,590
8,605
8,620
8,9
8,24
8,39
8,39
8,39
8,39
8,68
8,83
8,98
8,98
8,98
8,98
8,98
8,98
8,98
8,113
8,143
8,143
8,158
8,188
8,188
8,203
8,233
8,248
8,248
8,263
8,336
8,278
8,278
8,308
8,381
8,456
8,456
8,471
8,471
8,471
8,471
8,531
8,576
8,591
8,621
8,636
8,636
8,40
8,99
8,144
8,144
8,249
8,249
8,249
8,264
8,337
8,337
8,337
8,294
8,294
8,323
8,323
8,323
8,367
8,382
8,397
8,397
8,397
8,412
8,412
8,442
8,457
8,472
8,472
8,487
8,547
8,577
8,577
8,592
8,622
8,622
8,637
8,637
8,637
8,637
8,637
8,637
8,637
8,652
8,11
8,11
8,11
8,41
8,41
8,41
8,70
8,70
8,70
8,100
8,145
8,145
8,175
8,190
8,190
8,190
8,190
8,190
8,190
8,190
8,190
8,190
8,190
8,205
8,220
8,220
8,220
8,250
8,250
8,265
8,265
8,338
8,338
8,338
8,220
8,280
8,295
8,295
8,324
8,324
8,353
8,368
8,368
8,368
8,398
8,398
8,398
8,473
8,473
8,488
8,488
8,488
8,533
8,578
8,593
8,593
8,593
8,593
8,593
8,593
8,593
8,593
8,593
8,593
8,593
8,653
8,12
8,12
8,12
8,27
8,42
8,42
8,42
8,42
8,42
8,86
8,86
8,101
8,116
8,146
8,146
8,146
8,146
8,146
8,161
8,191
8,236
8,236
8,251
8,251
8,251
8,251
8,296
8,325
8,325
8,414
8,414
8,414
8,489
8,489
8,504
8,594
8,594
8,594
8,13
8,13
8,43
8,72
8,87
8,117
8,147
8,147
8,147
8,147
8,147
8,147
8,147
8,147
8,147
8,147
8,192
8,192
8,252
8,252
8,282
8,282
8,297
8,312
8,326
8,326
8,355
8,415
8,475
8,475
8,475
8,475
8,490
8,490
8,505
8,505
8,535
8,565
8,580
8,580
8,580
8,595
8,610
8,610
8,655
8,640
8,14
8,14
8,14
8,29
8,29
8,29
8,44
8,103
8,103
8,103
8,118
8,118
8,133
8,148
8,148
8,148
8,148
8,193
8,193
8,238
8,253
8,268
8,341
8,341
8,341
8,298
8,298
8,356
8,401
8,401
8,401
8,461
8,476
8,491
8,491
8,491
8,491
8,491
8,551
8,551
8,566
8,581
8,581
8,596
8,611
8,656
8,656
8,15
8,30
8,30
8,45
8,104
8,104
8,149
8,149
8,149
8,194
8,342
8,284
8,284
8,314
8,328
8,328
8,372
8,402
8,462
8,537
8,597
8,597
8,597
8,642
9,4
9,318
9,512
9,21
9,21
9,21
9,51
9,125
9,333
9,290
9,305
9,319
9,408
9,423
9,603
9,648
9,37
9,37
9,37
9,291
9,306
9,306
9,306
9,469
9,469
9,469
9,604
9,604
9,649
9,649
9,649
9,8
9,23
9,23
9,172
9,187
9,217
9,292
9,470
9,515
9,515
9,605
9,292
9,9
9,24
9,24
9,24
9,24
9,24
9,39
9,53
9,53
9,53
9,53
9,53
9,98
9,158
9,158
9,173
9,173
9,173
9,188
9,188
9,248
9,158
9,293
9,293
9,308
9,322
9,396
9,441
9,576
9,576
9,606
9,308
9,25
9,40
9,54
9,54
9,54
9,54
9,54
9,84
9,99
9,99
9,114
9,114
9,159
9,159
9,174
9,174
9,189
9,337
9,337
9,337
9,337
9,159
9,174
9,279
9,279
9,279
9,279
9,294
9,294
9,294
9,294
9,294
9,309
9,309
9,309
9,309
9,309
9,309
9,309
9,309
9,309
9,309
9,323
9,323
9,323
9,323
9,323
9,323
9,323
9,323
9,323
9,323
9,323
9,323
9,323
9,367
9,382
9,382
9,397
9,397
9,397
9,412
9,412
9,427
9,427
9,442
9,457
9,472
9,472
9,472
9,472
9,472
9,472
9,472
9,472
9,472
9,472
9,472
9,472
9,472
9,487
9,487
9,502
9,502
9,517
9,517
9,517
9,577
9,577
9,577
9,577
9,577
9,592
9,622
9,637
9,652
9,652
9,652
9,652
9,652
9,652
9,652
9,279
9,294
9,309
9,309
9,323
9,26
9,26
9,26
9,26
9,26
9,41
9,41
9,41
9,55
9,55
9,55
9,85
9,100
9,100
9,100
9,130
9,160
9,160
9,160
9,160
9,160
9,160
9,160
9,175
9,190
9,205
9,220
9,250
9,250
9,250
9,338
9,338
9,41
9,160
9,175
9,280
9,280
9,280
9,280
9,280
9,280
9,295
9,295
9,310
9,310
9,310
9,310
9,310
9,310
9,310
9,310
9,310
9,310
9,310
9,310
9,310
9,310
9,310
9,310
9,310
9,310
9,310
9,324
9,324
9,473
9,473
9,503
9,503
9,503
9,503
9,503
9,503
9,503
9,518
9,518
9,533
9,578
9,608
9,608
9,608
9,608
9,608
9,608
9,608
9,623
9,623
9,623
9,638
9,638
9,638
9,638
9,638
9,653
9,653
9,280
9,310
9,310
9,324
9,473
9,503
9,12
9,27
9,27
9,27
9,27
9,27
9,27
9,27
9,27
9,56
9,56
9,56
9,56
9,56
9,56
9,56
9,56
9,56
9,116
9,116
9,116
9,116
9,131
9,146
9,146
9,161
9,161
9,161
9,161
9,161
9,161
9,161
9,161
9,161
9,161
9,161
9,176
9,176
9,176
9,176
9,176
9,176
9,176
9,176
9,176
9,191
9,191
9,206
9,221
9,251
9,161
9,281
9,281
9,281
9,281
9,281
9,281
9,281
9,281
9,281
9,281
9,296
9,296
9,296
9,296
9,296
9,296
9,296
9,296
9,296
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,311
9,325
9,325
9,325
9,325
9,325
9,325
9,325
9,325
9,325
9,325
9,325
9,325
9,325
9,325
9,325
9,325
9,325
9,325
9,325
9,369
9,369
9,369
9,369
9,399
9,399
9,399
9,399
9,414
9,414
9,429
9,429
9,429
9,429
9,429
9,429
9,444
9,444
9,459
9,459
9,459
9,459
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,489
9,504
9,504
9,504
9,504
9,519
9,519
9,519
9,519
9,519
9,534
9,534
9,534
9,534
9,534
9,549
9,564
9,579
9,579
9,579
9,609
9,609
9,609
9,609
9,609
9,624
9,624
9,624
9,639
9,639
9,654
9,654
9,654
9,654
9,654
9,369
9,444
9,519
9,28
9,43
9,57
9,57
9,57
9,57
9,57
9,57
9,72
9,102
9,102
9,102
9,117
9,117
9,162
9,162
9,162
9,162
9,162
9,162
9,162
9,162
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,192
9,192
9,192
9,192
9,222
9,282
9,282
9,282
9,312
9,312
9,312
9,312
9,312
9,312
9,312
9,312
9,312
9,312
9,312
9,312
9,326
9,326
9,326
9,326
9,326
9,326
9,326
9,326
9,370
9,370
9,385
9,400
9,415
9,415
9,430
9,430
9,430
9,430
9,430
9,430
9,445
9,445
9,445
9,460
9,460
9,475
9,475
9,475
9,475
9,475
9,475
9,475
9,475
9,475
9,475
9,490
9,490
9,490
9,490
9,490
9,490
9,490
9,490
9,490
9,505
9,505
9,505
9,505
9,505
9,505
9,505
9,520
9,520
9,520
9,520
9,520
9,535
9,580
9,580
9,580
9,580
9,595
9,610
9,610
9,625
9,655
9,655
9,655
9,312
9,312
9,415
9,14
9,29
9,29
9,44
9,44
9,44
9,44
9,44
9,44
9,44
9,58
9,58
9,58
9,58
9,58
9,58
9,103
9,103
9,103
9,118
9,148
9,148
9,148
9,148
9,148
9,148
9,148
9,163
9,163
9,178
9,178
9,178
9,178
9,178
9,178
9,178
9,178
9,178
9,178
9,193
9,193
9,193
9,193
9,253
9,253
9,253
9,341
9,341
9,341
9,341
9,341
9,193
9,341
9,298
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,327
9,327
9,327
9,327
9,327
9,327
9,327
9,327
9,371
9,386
9,386
9,401
9,416
9,416
9,431
9,461
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,491
9,491
9,491
9,491
9,506
9,506
9,521
9,521
9,521
9,536
9,536
9,536
9,551
9,581
9,581
9,581
9,581
9,596
9,596
9,596
9,596
9,611
9,611
9,611
9,611
9,611
9,626
9,626
9,626
9,641
9,641
9,641
9,641
9,641
9,641
9,641
9,641
9,641
9,656
9,313
9,313
9,15
9,30
9,30
9,30
9,45
9,45
9,45
9,45
9,45
9,45
9,45
9,45
9,45
9,45
9,59
9,59
9,59
9,59
9,59
9,59
9,59
9,59
9,59
9,59
9,59
9,59
9,59
9,104
9,104
9,104
9,119
9,119
9,119
9,119
9,149
9,149
9,149
9,164
9,164
9,164
9,164
9,164
9,164
9,164
9,164
9,164
9,164
9,179
9,179
9,179
9,179
9,179
9,194
9,194
9,194
9,194
9,194
9,194
9,224
9,254
9,254
9,254
9,254
9,254
9,254
9,342
9,342
9,164
9,179
9,284
9,284
9,284
9,299
9,299
9,299
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,328
9,328
9,372
9,372
9,372
9,387
9,387
9,387
9,402
9,402
9,402
9,402
9,402
9,417
9,417
9,417
9,417
9,417
9,417
9,447
9,447
9,447
9,447
9,447
9,462
9,462
9,462
9,462
9,462
9,462
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,492
9,492
9,492
9,522
9,522
9,522
9,522
9,522
9,537
9,537
9,537
9,537
9,537
9,552
9,567
9,567
9,582
9,582
9,582
9,582
9,597
9,597
9,597
9,597
9,597
9,597
9,597
9,597
9,612
9,612
9,612
9,612
9,612
9,612
9,627
9,627
9,642
9,642
9,657
9,657
9,657
9,657
9,657
10,135
10,270
10,300
10,300
10,300
10,315
10,343
10,358
10,418
10,418
10,463
10,463
